"SECURITIES","ERROR CODE","NUM FLDS","TICKER","OPT_STRIKE_PX","PX_LAST","PX_SETTLE","OPT_DELTA_LAST","OPT_GAMMA_LAST","SETTLE_DT","OPT_DAYS_EXPIRE","DAYS_TO_MTY","TODAY_DT","1ST_MTH_IMPVOL_90.0%MNY_DF","1ST_MTH_IMPVOL_95.0%MNY_DF","1ST_MTH_IMPVOL_97.5%MNY_DF","1ST_MTH_IMPVOL_100.0%MNY_DF","1ST_MTH_IMPVOL_102.5%MNY_DF","1ST_MTH_IMPVOL_110.0%MNY_DF","3MTH_IMPVOL_90.0%MNY_DF","3MTH_IMPVOL_95.0%MNY_DF","3MTH_IMPVOL_97.5%MNY_DF","3MTH_IMPVOL_100.0%MNY_DF","3MTH_IMPVOL_102.5%MNY_DF","3MTH_IMPVOL_110.0%MNY_DF","6MTH_IMPVOL_90.0%MNY_DF","6MTH_IMPVOL_95.0%MNY_DF","6MTH_IMPVOL_97.5%MNY_DF","6MTH_IMPVOL_100.0%MNY_DF","6MTH_IMPVOL_102.5%MNY_DF","6MTH_IMPVOL_110.0%MNY_DF"
"FVU6C    119 Comdty",0,28,"FVU6C",119.000000  ,3.210938  ,3.210938  ,.944  ,.069  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    119.25 Comdty",0,28,"FVU6C",119.250000  ,2.960938  ,2.960938  ,.941  ,.077  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    119.5 Comdty",0,28,"FVU6C",119.500000  ,2.718750  ,2.718750  ,.931  ,.090  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    119.75 Comdty",0,28,"FVU6C",119.750000  ,2.484375  ,2.484375  ,.913  ,.108  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    120 Comdty",0,28,"FVU6C",120.000000  ,2.250000  ,2.250000  ,.894  ,.127  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    120.25 Comdty",0,28,"FVU6C",120.250000  ,2.015625  ,2.015625  ,.875  ,.149  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    120.5 Comdty",0,28,"FVU6C",120.500000  ,1.789063  ,1.789063  ,.849  ,.175  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    120.75 Comdty",0,28,"FVU6C",120.750000  ,1.570313  ,1.570313  ,.817  ,.204  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    121 Comdty",0,28,"FVU6C",121.000000  ,1.367188  ,1.367188  ,.774  ,.234  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    121.25 Comdty",0,28,"FVU6C",121.250000  ,1.171875  ,1.171875  ,.726  ,.264  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    121.5 Comdty",0,28,"FVU6C",121.500000  ,0.992188  ,0.992188  ,.671  ,.290  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    121.75 Comdty",0,28,"FVU6C",121.750000  ,0.828125  ,0.828125  ,.610  ,.311  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    122 Comdty",0,28,"FVU6C",122.000000  ,0.679688  ,0.679688  ,.546  ,.324  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    122.25 Comdty",0,28,"FVU6C",122.250000  ,0.546875  ,0.546875  ,.479  ,.329  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    122.5 Comdty",0,28,"FVU6C",122.500000  ,0.437500  ,0.437500  ,.412  ,.321  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    122.75 Comdty",0,28,"FVU6C",122.750000  ,0.343750  ,0.343750  ,.348  ,.305  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    123 Comdty",0,28,"FVU6C",123.000000  ,0.273438  ,0.273438  ,.291  ,.279  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    123.25 Comdty",0,28,"FVU6C",123.250000  ,0.210938  ,0.210938  ,.239  ,.251  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    123.5 Comdty",0,28,"FVU6C",123.500000  ,0.164063  ,0.164063  ,.194  ,.219  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    123.75 Comdty",0,28,"FVU6C",123.750000  ,0.125000  ,0.125000  ,.156  ,.189  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    124 Comdty",0,28,"FVU6C",124.000000  ,0.093750  ,0.093750  ,.122  ,.159  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    124.25 Comdty",0,28,"FVU6C",124.250000  ,0.070313  ,0.070313  ,.096  ,.132  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    124.5 Comdty",0,28,"FVU6C",124.500000  ,0.054688  ,0.054688  ,.076  ,.109  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    124.75 Comdty",0,28,"FVU6C",124.750000  ,0.046875  ,0.046875  ,.064  ,.092  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    125 Comdty",0,28,"FVU6C",125.000000  ,0.039063  ,0.039063  ,.054  ,.077  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    125.25 Comdty",0,28,"FVU6C",125.250000  ,0.031250  ,0.031250  ,.043  ,.063  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    125.5 Comdty",0,28,"FVU6C",125.500000  ,0.023438  ,0.023438  ,.033  ,.052  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    125.75 Comdty",0,28,"FVU6C",125.750000  ,0.015625  ,0.015625  ,.023  ,.039  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    126 Comdty",0,28,"FVU6C",126.000000  ,0.015625  ,0.015625  ,.022  ,.036  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    126.25 Comdty",0,28,"FVU6C",126.250000  ,0.015625  ,0.015625  ,.021  ,.032  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    126.5 Comdty",0,28,"FVU6C",126.500000  ,0.007813  ,0.007813  ,.012  ,.021  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    126.75 Comdty",0,28,"FVU6C",126.750000  ,0.007813  ,0.007813  ,.011  ,.019  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    127 Comdty",0,28,"FVU6C",127.000000  ,0.007813  ,0.007813  ,.011  ,.018  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    127.25 Comdty",0,28,"FVU6C",127.250000  ,0.007813  ,0.007813  ,.011  ,.016  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    127.5 Comdty",0,28,"FVU6C",127.500000  ,0.007813  ,0.007813  ,.010  ,.015  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    127.75 Comdty",0,28,"FVU6C",127.750000  ,0.007813  ,0.007813  ,.010  ,.014  ,"06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    128 Comdty",0,28,"FVU6C",128.000000  , , ,"N.A.","N.A.","06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    128.25 Comdty",0,28,"FVU6C",128.250000  , , ,"N.A.","N.A.","06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    128.5 Comdty",0,28,"FVU6C",128.500000  , , ,"N.A.","N.A.","06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    128.75 Comdty",0,28,"FVU6C",128.750000  , , ,"N.A.","N.A.","06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    129 Comdty",0,28,"FVU6C",129.000000  , , ,"N.A.","N.A.","06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    129.25 Comdty",0,28,"FVU6C",129.250000  , , ,"N.A.","N.A.","06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    129.5 Comdty",0,28,"FVU6C",129.500000  , , ,"N.A.","N.A.","06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"FVU6C    129.75 Comdty",0,28,"FVU6C",129.750000  , , ,"N.A.","N.A.","06/30/2016",57  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    105 Comdty",0,28,"TUQ6P",105.000000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    105.125 Comdty",0,28,"TUQ6P",105.125000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    105.25 Comdty",0,28,"TUQ6P",105.250000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    105.375 Comdty",0,28,"TUQ6P",105.375000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    105.5 Comdty",0,28,"TUQ6P",105.500000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    105.625 Comdty",0,28,"TUQ6P",105.625000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    105.75 Comdty",0,28,"TUQ6P",105.750000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    105.875 Comdty",0,28,"TUQ6P",105.875000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    106 Comdty",0,28,"TUQ6P",106.000000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    106.125 Comdty",0,28,"TUQ6P",106.125000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    106.25 Comdty",0,28,"TUQ6P",106.250000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    106.375 Comdty",0,28,"TUQ6P",106.375000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    106.5 Comdty",0,28,"TUQ6P",106.500000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    106.625 Comdty",0,28,"TUQ6P",106.625000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    106.75 Comdty",0,28,"TUQ6P",106.750000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    106.875 Comdty",0,28,"TUQ6P",106.875000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    107 Comdty",0,28,"TUQ6P",107.000000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    107.125 Comdty",0,28,"TUQ6P",107.125000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    107.25 Comdty",0,28,"TUQ6P",107.250000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    107.375 Comdty",0,28,"TUQ6P",107.375000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    107.5 Comdty",0,28,"TUQ6P",107.500000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    107.625 Comdty",0,28,"TUQ6P",107.625000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    107.75 Comdty",0,28,"TUQ6P",107.750000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    107.875 Comdty",0,28,"TUQ6P",107.875000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    108 Comdty",0,28,"TUQ6P",108.000000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    108.125 Comdty",0,28,"TUQ6P",108.125000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    108.25 Comdty",0,28,"TUQ6P",108.250000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    108.375 Comdty",0,28,"TUQ6P",108.375000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    108.5 Comdty",0,28,"TUQ6P",108.500000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    108.625 Comdty",0,28,"TUQ6P",108.625000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    108.75 Comdty",0,28,"TUQ6P",108.750000  , , ,"N.A.","N.A.","06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    108.875 Comdty",0,28,"TUQ6P",108.875000  ,0.007813  ,0.007813  ,-.040  ,.247  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    109 Comdty",0,28,"TUQ6P",109.000000  ,0.007813  ,0.007813  ,-.041  ,.313  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    109.125 Comdty",0,28,"TUQ6P",109.125000  ,0.007813  ,0.007813  ,-.055  ,.359  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    109.25 Comdty",0,28,"TUQ6P",109.250000  ,0.015625  ,0.015625  ,-.101  ,.596  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    109.375 Comdty",0,28,"TUQ6P",109.375000  ,0.023438  ,0.023438  ,-.156  ,.915  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
"TUQ6P    109.5 Comdty",0,28,"TUQ6P",109.500000  ,0.054688  ,0.054688  ,-.291  ,1.258  ,"06/30/2016",22  , ,"06/30/2016","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.","N.D.",
